date,target_demand,sku,category,location,channel
2026-03-17,5682,PHARM_VITAMINS_047,Pharmaceuticals,WH_WEST_02,E_COMMERCE
2026-03-17,3096,PHARM_ANTIBIOTIC_048,Pharmaceuticals,WH_SOUTH_03,E_COMMERCE
2026-03-17,2492,PHARM_ASPIRIN_049,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-17,1018,PHARM_ANTISEPTIC_050,Pharmaceuticals,WH_EAST_01,WHOLESALE
2026-03-17,1514,PHARM_ANTISEPTIC_051,Pharmaceuticals,WH_EAST_01,WHOLESALE
2026-03-17,3589,PHARM_BANDAGES_052,Pharmaceuticals,WH_EAST_01,WHOLESALE
2026-03-17,2142,PHARM_ASPIRIN_053,Pharmaceuticals,WH_WEST_02,RETAIL
2026-03-17,2745,PHARM_INSULIN_054,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-17,2901,PHARM_ASPIRIN_055,Pharmaceuticals,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,2020,PHARM_ASPIRIN_056,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-17,1937,PHARM_ASPIRIN_057,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-17,1191,PHARM_VITAMINS_058,Pharmaceuticals,WH_SOUTH_03,E_COMMERCE
2026-03-17,3494,PHARM_VITAMINS_059,Pharmaceuticals,WH_SOUTH_03,E_COMMERCE
2026-03-17,2543,PHARM_IBUPROFEN_060,Pharmaceuticals,WH_SOUTH_03,RETAIL
2026-03-17,419,PHARM_BANDAGES_061,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-17,1214,PHARM_ANTIBIOTIC_062,Pharmaceuticals,WH_SOUTH_03,RETAIL
2026-03-17,2215,PHARM_IBUPROFEN_063,Pharmaceuticals,WH_WEST_02,RETAIL
2026-03-17,856,PHARM_INSULIN_064,Pharmaceuticals,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,793,PHARM_MASKS_065,Pharmaceuticals,WH_NORTH_04,RETAIL
2026-03-17,1553,PHARM_BANDAGES_066,Pharmaceuticals,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,955,PHARM_ASPIRIN_067,Pharmaceuticals,WH_NORTH_04,WHOLESALE
2026-03-17,3302,PHARM_ASPIRIN_068,Pharmaceuticals,WH_EAST_01,E_COMMERCE
2026-03-17,2205,PHARM_ANTISEPTIC_069,Pharmaceuticals,WH_NORTH_04,RETAIL
2026-03-17,2834,PHARM_MASKS_070,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-17,376,PHARM_ASPIRIN_071,Pharmaceuticals,WH_WEST_02,RETAIL
2026-03-17,404,AUT_AIRFILTER_001,Automotive,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,421,AUT_ALTERNATOR_002,Automotive,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,362,AUT_SPARKPLUG_003,Automotive,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,311,AUT_SPARKPLUG_004,Automotive,WH_NORTH_04,E_COMMERCE
2026-03-17,312,AUT_OILFILTER_005,Automotive,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,206,AUT_SPARKPLUG_006,Automotive,WH_WEST_02,WHOLESALE
2026-03-17,169,AUT_AIRFILTER_007,Automotive,WH_WEST_02,RETAIL
2026-03-17,506,AUT_AIRFILTER_008,Automotive,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,42,AUT_AIRFILTER_009,Automotive,WH_WEST_02,RETAIL
2026-03-17,771,AUT_BRAKEPAD_010,Automotive,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,275,AUT_COOLANT_011,Automotive,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,223,AUT_COOLANT_012,Automotive,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,390,AUT_WIPERBLADE_013,Automotive,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,35,AUT_HEADLIGHT_014,Automotive,WH_NORTH_04,E_COMMERCE
2026-03-17,238,AUT_ALTERNATOR_015,Automotive,WH_WEST_02,E_COMMERCE
2026-03-17,104,AUT_BATTERY_016,Automotive,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,213,AUT_TIRE_017,Automotive,WH_NORTH_04,RETAIL
2026-03-17,269,AUT_WIPERBLADE_018,Automotive,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,336,AUT_ALTERNATOR_019,Automotive,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,397,AUT_BATTERY_020,Automotive,WH_EAST_01,RETAIL
2026-03-17,313,AUT_TIRE_021,Automotive,WH_EAST_01,RETAIL
2026-03-17,187,AUT_COOLANT_022,Automotive,WH_SOUTH_03,RETAIL
2026-03-17,584,AUT_SPARKPLUG_023,Automotive,WH_SOUTH_03,E_COMMERCE
2026-03-17,375,AUT_TIRE_024,Automotive,WH_NORTH_04,WHOLESALE
2026-03-17,260,AUT_TIRE_025,Automotive,WH_SOUTH_03,WHOLESALE
2026-03-17,98,AUT_ALTERNATOR_026,Automotive,WH_WEST_02,RETAIL
2026-03-17,349,AUT_SPARKPLUG_027,Automotive,WH_NORTH_04,WHOLESALE
2026-03-17,275,AUT_COOLANT_028,Automotive,WH_EAST_01,WHOLESALE
2026-03-17,77,AUT_BRAKEPAD_029,Automotive,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,171,AUT_BATTERY_030,Automotive,WH_WEST_02,WHOLESALE
2026-03-17,637,AUT_WIPERBLADE_031,Automotive,WH_WEST_02,RETAIL
2026-03-17,464,AUT_BATTERY_032,Automotive,WH_WEST_02,WHOLESALE
2026-03-17,226,AUT_WIPERBLADE_033,Automotive,WH_SOUTH_03,E_COMMERCE
2026-03-17,225,AUT_SPARKPLUG_034,Automotive,WH_NORTH_04,E_COMMERCE
2026-03-17,226,AUT_WIPERBLADE_035,Automotive,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,385,AUT_SPARKPLUG_036,Automotive,WH_WEST_02,RETAIL
2026-03-17,220,AUT_BRAKEPAD_037,Automotive,WH_SOUTH_03,E_COMMERCE
2026-03-17,444,AUT_HEADLIGHT_038,Automotive,WH_SOUTH_03,RETAIL
2026-03-17,438,AUT_OILFILTER_039,Automotive,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,486,AUT_BATTERY_040,Automotive,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,24,AUT_OILFILTER_041,Automotive,WH_NORTH_04,WHOLESALE
2026-03-17,22,AUT_TIRE_042,Automotive,WH_SOUTH_03,E_COMMERCE
2026-03-17,272,AUT_TIRE_043,Automotive,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,154,AUT_BATTERY_044,Automotive,WH_SOUTH_03,E_COMMERCE
2026-03-17,52,AUT_ALTERNATOR_045,Automotive,WH_WEST_02,E_COMMERCE
2026-03-17,432,AUT_BATTERY_046,Automotive,WH_NORTH_04,WHOLESALE
2026-03-17,164,AUT_ALTERNATOR_047,Automotive,WH_EAST_01,WHOLESALE
2026-03-17,506,AUT_ALTERNATOR_048,Automotive,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,138,AUT_WIPERBLADE_049,Automotive,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,332,AUT_BATTERY_050,Automotive,WH_EAST_01,RETAIL
2026-03-17,14,AUT_BRAKEPAD_051,Automotive,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,141,AUT_SPARKPLUG_052,Automotive,WH_SOUTH_03,WHOLESALE
2026-03-17,696,AUT_OILFILTER_053,Automotive,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,203,AUT_BATTERY_054,Automotive,WH_NORTH_04,E_COMMERCE
2026-03-17,385,AUT_TIRE_055,Automotive,WH_SOUTH_03,WHOLESALE
2026-03-17,145,AUT_ALTERNATOR_056,Automotive,WH_SOUTH_03,RETAIL
2026-03-17,70,AUT_BATTERY_057,Automotive,WH_WEST_02,WHOLESALE
2026-03-17,208,AUT_BRAKEPAD_058,Automotive,WH_SOUTH_03,E_COMMERCE
2026-03-17,86,AUT_BATTERY_059,Automotive,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,59,AUT_TIRE_060,Automotive,WH_SOUTH_03,WHOLESALE
2026-03-17,118,AUT_TIRE_061,Automotive,WH_WEST_02,RETAIL
2026-03-17,115,AUT_ALTERNATOR_062,Automotive,WH_EAST_01,RETAIL
2026-03-17,152,AUT_ALTERNATOR_063,Automotive,WH_SOUTH_03,RETAIL
2026-03-17,307,AUT_HEADLIGHT_064,Automotive,WH_EAST_01,WHOLESALE
2026-03-17,656,AUT_BRAKEPAD_065,Automotive,WH_SOUTH_03,WHOLESALE
2026-03-17,130,AUT_AIRFILTER_066,Automotive,WH_NORTH_04,E_COMMERCE
2026-03-17,258,AUT_OILFILTER_067,Automotive,WH_NORTH_04,RETAIL
2026-03-17,233,AUT_BRAKEPAD_068,Automotive,WH_WEST_02,RETAIL
2026-03-17,33,AUT_COOLANT_069,Automotive,WH_NORTH_04,E_COMMERCE
2026-03-17,438,AUT_BATTERY_070,Automotive,WH_WEST_02,E_COMMERCE
2026-03-17,208,AUT_WIPERBLADE_071,Automotive,WH_EAST_01,WHOLESALE
2026-03-17,419,HOM_DESK_001,HomeGoods,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,763,HOM_TOWEL_002,HomeGoods,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,510,HOM_CHAIR_003,HomeGoods,WH_NORTH_04,E_COMMERCE
2026-03-17,134,HOM_MIRROR_004,HomeGoods,WH_WEST_02,WHOLESALE
2026-03-17,618,HOM_TOWEL_005,HomeGoods,WH_WEST_02,E_COMMERCE
2026-03-17,374,HOM_PILLOW_006,HomeGoods,WH_EAST_01,RETAIL
2026-03-17,358,HOM_TOWEL_007,HomeGoods,WH_SOUTH_03,WHOLESALE
2026-03-17,473,HOM_SHEETS_008,HomeGoods,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,556,HOM_PILLOW_009,HomeGoods,WH_WEST_02,RETAIL
2026-03-17,203,HOM_CURTAIN_010,HomeGoods,WH_NORTH_04,RETAIL
2026-03-17,670,HOM_LAMP_011,HomeGoods,WH_WEST_02,WHOLESALE
2026-03-17,570,HOM_DESK_012,HomeGoods,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,198,HOM_CURTAIN_013,HomeGoods,WH_NORTH_04,E_COMMERCE
2026-03-17,332,HOM_DESK_014,HomeGoods,WH_NORTH_04,RETAIL
2026-03-17,996,HOM_RUG_015,HomeGoods,WH_WEST_02,E_COMMERCE
2026-03-17,200,HOM_SHEETS_016,HomeGoods,WH_WEST_02,WHOLESALE
2026-03-17,298,HOM_MIRROR_017,HomeGoods,WH_WEST_02,RETAIL
2026-03-17,234,HOM_CLOCK_018,HomeGoods,WH_EAST_01,E_COMMERCE
2026-03-17,872,HOM_PILLOW_019,HomeGoods,WH_NORTH_04,WHOLESALE
2026-03-17,407,HOM_CLOCK_020,HomeGoods,WH_EAST_01,RETAIL
2026-03-17,70,HOM_RUG_021,HomeGoods,WH_NORTH_04,WHOLESALE
2026-03-17,540,HOM_CURTAIN_022,HomeGoods,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,693,HOM_CLOCK_023,HomeGoods,WH_WEST_02,E_COMMERCE
2026-03-17,569,HOM_PILLOW_024,HomeGoods,WH_EAST_01,RETAIL
2026-03-17,1573,HOM_CHAIR_025,HomeGoods,WH_NORTH_04,RETAIL
2026-03-17,237,HOM_DESK_026,HomeGoods,WH_SOUTH_03,E_COMMERCE
2026-03-17,766,HOM_DESK_027,HomeGoods,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,1000,HOM_LAMP_028,HomeGoods,WH_WEST_02,RETAIL
2026-03-17,130,HOM_CHAIR_029,HomeGoods,WH_NORTH_04,WHOLESALE
2026-03-17,1025,HOM_LAMP_030,HomeGoods,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,699,HOM_MIRROR_031,HomeGoods,WH_NORTH_04,WHOLESALE
2026-03-17,905,HOM_TOWEL_032,HomeGoods,WH_NORTH_04,E_COMMERCE
2026-03-17,695,HOM_SHEETS_033,HomeGoods,WH_NORTH_04,E_COMMERCE
2026-03-17,333,HOM_TOWEL_034,HomeGoods,WH_NORTH_04,E_COMMERCE
2026-03-17,70,HOM_PILLOW_035,HomeGoods,WH_EAST_01,RETAIL
2026-03-17,489,HOM_CLOCK_036,HomeGoods,WH_WEST_02,E_COMMERCE
2026-03-17,313,HOM_LAMP_037,HomeGoods,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,997,HOM_MIRROR_038,HomeGoods,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,245,HOM_PILLOW_039,HomeGoods,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,530,HOM_PILLOW_040,HomeGoods,WH_WEST_02,WHOLESALE
2026-03-17,365,HOM_SHEETS_041,HomeGoods,WH_SOUTH_03,E_COMMERCE
2026-03-17,203,HOM_RUG_042,HomeGoods,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,528,HOM_CURTAIN_043,HomeGoods,WH_WEST_02,RETAIL
2026-03-17,729,HOM_MIRROR_044,HomeGoods,WH_EAST_01,RETAIL
2026-03-17,646,HOM_SHEETS_045,HomeGoods,WH_WEST_02,RETAIL
2026-03-17,498,HOM_RUG_046,HomeGoods,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,368,HOM_RUG_047,HomeGoods,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,545,HOM_CHAIR_048,HomeGoods,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,502,HOM_TOWEL_049,HomeGoods,WH_SOUTH_03,RETAIL
2026-03-17,87,HOM_CLOCK_050,HomeGoods,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,751,HOM_MIRROR_051,HomeGoods,WH_NORTH_04,WHOLESALE
2026-03-17,869,HOM_SHEETS_052,HomeGoods,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,186,HOM_CURTAIN_053,HomeGoods,WH_EAST_01,E_COMMERCE
2026-03-17,710,HOM_MIRROR_054,HomeGoods,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,726,HOM_CLOCK_055,HomeGoods,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,671,HOM_PILLOW_056,HomeGoods,WH_SOUTH_03,E_COMMERCE
2026-03-17,425,HOM_LAMP_057,HomeGoods,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,339,HOM_TOWEL_058,HomeGoods,WH_EAST_01,WHOLESALE
2026-03-17,654,HOM_CLOCK_059,HomeGoods,WH_SOUTH_03,RETAIL
2026-03-17,162,HOM_RUG_060,HomeGoods,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,313,HOM_PILLOW_061,HomeGoods,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,809,HOM_CURTAIN_062,HomeGoods,WH_NORTH_04,E_COMMERCE
2026-03-17,54,HOM_RUG_063,HomeGoods,WH_EAST_01,RETAIL
2026-03-17,693,HOM_CHAIR_064,HomeGoods,WH_NORTH_04,E_COMMERCE
2026-03-17,336,HOM_RUG_065,HomeGoods,WH_SOUTH_03,E_COMMERCE
2026-03-17,409,HOM_DESK_066,HomeGoods,WH_WEST_02,RETAIL
2026-03-17,36,HOM_LAMP_067,HomeGoods,WH_EAST_01,E_COMMERCE
2026-03-17,909,HOM_PILLOW_068,HomeGoods,WH_WEST_02,RETAIL
2026-03-17,619,HOM_MIRROR_069,HomeGoods,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,248,HOM_PILLOW_070,HomeGoods,WH_SOUTH_03,WHOLESALE
2026-03-17,757,HOM_SHEETS_071,HomeGoods,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,2156,BEA_SUNSCREEN_001,Beauty,WH_SOUTH_03,WHOLESALE
2026-03-17,814,BEA_FACEWASH_002,Beauty,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,476,BEA_MASCARA_003,Beauty,WH_SOUTH_03,RETAIL
2026-03-17,1405,BEA_NAILPOLISH_004,Beauty,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,2069,BEA_PERFUME_005,Beauty,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,1042,BEA_LOTION_006,Beauty,WH_NORTH_04,RETAIL
2026-03-17,1777,BEA_FOUNDATION_007,Beauty,WH_EAST_01,RETAIL
2026-03-17,735,BEA_MASCARA_008,Beauty,WH_EAST_01,E_COMMERCE
2026-03-17,152,BEA_FOUNDATION_009,Beauty,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,556,BEA_FACEWASH_010,Beauty,WH_NORTH_04,WHOLESALE
2026-03-17,292,BEA_NAILPOLISH_011,Beauty,WH_WEST_02,E_COMMERCE
2026-03-17,1928,BEA_LOTION_012,Beauty,WH_WEST_02,E_COMMERCE
2026-03-17,1487,BEA_NAILPOLISH_013,Beauty,WH_NORTH_04,RETAIL
2026-03-17,1064,BEA_SUNSCREEN_014,Beauty,WH_EAST_01,WHOLESALE
2026-03-17,1746,BEA_FACEWASH_015,Beauty,WH_SOUTH_03,WHOLESALE
2026-03-17,850,BEA_LOTION_016,Beauty,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,2278,BEA_NAILPOLISH_017,Beauty,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,2517,BEA_PERFUME_018,Beauty,WH_EAST_01,RETAIL
2026-03-17,2419,BEA_BLUSH_019,Beauty,WH_WEST_02,RETAIL
2026-03-17,1563,BEA_BLUSH_020,Beauty,WH_EAST_01,E_COMMERCE
2026-03-17,1382,BEA_BLUSH_021,Beauty,WH_NORTH_04,E_COMMERCE
2026-03-17,1524,BEA_MASCARA_022,Beauty,WH_EAST_01,WHOLESALE
2026-03-17,1262,BEA_LIPSTICK_023,Beauty,WH_WEST_02,E_COMMERCE
2026-03-17,194,BEA_LIPSTICK_024,Beauty,WH_EAST_01,E_COMMERCE
2026-03-17,1137,BEA_FOUNDATION_025,Beauty,WH_SOUTH_03,E_COMMERCE
2026-03-17,705,BEA_FACEWASH_026,Beauty,WH_NORTH_04,E_COMMERCE
2026-03-17,2502,BEA_MASCARA_027,Beauty,WH_WEST_02,RETAIL
2026-03-17,960,BEA_SUNSCREEN_028,Beauty,WH_EAST_01,WHOLESALE
2026-03-17,250,BEA_BLUSH_029,Beauty,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,475,BEA_NAILPOLISH_030,Beauty,WH_SOUTH_03,RETAIL
2026-03-17,3314,BEA_FOUNDATION_031,Beauty,WH_SOUTH_03,RETAIL
2026-03-17,2070,BEA_PERFUME_032,Beauty,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,2594,BEA_SUNSCREEN_033,Beauty,WH_NORTH_04,WHOLESALE
2026-03-17,2457,BEA_FACEWASH_034,Beauty,WH_WEST_02,RETAIL
2026-03-17,301,BEA_NAILPOLISH_035,Beauty,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-17,434,BEA_FOUNDATION_036,Beauty,WH_EAST_01,E_COMMERCE
2026-03-17,2282,BEA_BLUSH_037,Beauty,WH_WEST_02,WHOLESALE
2026-03-17,270,BEA_MASCARA_038,Beauty,WH_SOUTH_03,E_COMMERCE
2026-03-17,1896,BEA_LOTION_039,Beauty,WH_NORTH_04,RETAIL
2026-03-17,1094,BEA_LIPSTICK_040,Beauty,WH_NORTH_04,RETAIL
2026-03-17,266,BEA_FOUNDATION_041,Beauty,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,1550,BEA_LOTION_042,Beauty,WH_NORTH_04,RETAIL
2026-03-17,1566,BEA_FACEWASH_043,Beauty,WH_NORTH_04,E_COMMERCE
2026-03-17,910,BEA_PERFUME_044,Beauty,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,2164,BEA_FACEWASH_045,Beauty,WH_EAST_01,WHOLESALE
2026-03-17,2014,BEA_EYESHADOW_046,Beauty,WH_WEST_02,WHOLESALE
2026-03-17,465,BEA_LOTION_047,Beauty,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,548,BEA_NAILPOLISH_048,Beauty,WH_WEST_02,RETAIL
2026-03-17,1772,BEA_LIPSTICK_049,Beauty,WH_WEST_02,E_COMMERCE
2026-03-17,272,BEA_FACEWASH_050,Beauty,WH_SOUTH_03,WHOLESALE
2026-03-17,2917,BEA_LIPSTICK_051,Beauty,WH_WEST_02,RETAIL
2026-03-17,2021,BEA_BLUSH_052,Beauty,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-17,2094,BEA_LOTION_053,Beauty,WH_NORTH_04,WHOLESALE
2026-03-17,589,BEA_LIPSTICK_054,Beauty,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,1109,BEA_SUNSCREEN_055,Beauty,WH_SOUTH_03,E_COMMERCE
2026-03-17,1145,BEA_LIPSTICK_056,Beauty,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,819,BEA_PERFUME_057,Beauty,WH_SOUTH_03,E_COMMERCE
2026-03-17,1511,BEA_SUNSCREEN_058,Beauty,WH_NORTH_04,WHOLESALE
2026-03-17,1307,BEA_EYESHADOW_059,Beauty,WH_SOUTH_03,WHOLESALE
2026-03-17,1471,BEA_MASCARA_060,Beauty,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-17,323,BEA_PERFUME_061,Beauty,WH_SOUTH_03,E_COMMERCE
2026-03-17,1668,BEA_NAILPOLISH_062,Beauty,WH_WEST_02,E_COMMERCE
2026-03-17,2405,BEA_NAILPOLISH_063,Beauty,WH_SOUTH_03,E_COMMERCE
2026-03-17,1438,BEA_MASCARA_064,Beauty,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-17,1242,BEA_MASCARA_065,Beauty,WH_WEST_02,RETAIL
2026-03-17,3284,BEA_LOTION_066,Beauty,WH_EAST_01,WHOLESALE
2026-03-17,6177,BEA_MASCARA_067,Beauty,WH_SOUTH_03,E_COMMERCE
2026-03-17,1737,BEA_SUNSCREEN_068,Beauty,WH_SOUTH_03,WHOLESALE
2026-03-17,565,BEA_BLUSH_069,Beauty,WH_SOUTH_03,E_COMMERCE
2026-03-17,1965,BEA_LOTION_070,Beauty,WH_SOUTH_03,E_COMMERCE
2026-03-17,2784,BEA_LOTION_071,Beauty,WH_WEST_02,RETAIL
2026-03-18,65,ELE_PHONE_001,Electronics,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-18,506,ELE_KEYBOARD_002,Electronics,WH_EAST_01,RETAIL
2026-03-18,550,ELE_CHARGER_003,Electronics,WH_EAST_01,RETAIL
2026-03-18,361,ELE_SPEAKER_004,Electronics,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-18,154,ELE_SPEAKER_005,Electronics,WH_EAST_01,WHOLESALE
2026-03-18,169,ELE_CHARGER_006,Electronics,WH_SOUTH_03,RETAIL
2026-03-18,86,ELE_PHONE_007,Electronics,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-18,411,ELE_SPEAKER_008,Electronics,WH_SOUTH_03,RETAIL
2026-03-18,965,ELE_MONITOR_009,Electronics,WH_WEST_02,RETAIL
2026-03-18,484,ELE_LAPTOP_010,Electronics,WH_WEST_02,E_COMMERCE
2026-03-18,299,ELE_TV_011,Electronics,WH_EAST_01,RETAIL
2026-03-18,926,ELE_KEYBOARD_012,Electronics,WH_NORTH_04,RETAIL
2026-03-18,266,ELE_MONITOR_013,Electronics,WH_NORTH_04,WHOLESALE
2026-03-18,252,ELE_HEADPHONES_014,Electronics,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-18,819,ELE_LAPTOP_015,Electronics,WH_NORTH_04,WHOLESALE
2026-03-18,599,ELE_KEYBOARD_016,Electronics,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-18,1090,ELE_CHARGER_017,Electronics,WH_NORTH_04,RETAIL
2026-03-18,48,ELE_CAMERA_018,Electronics,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-18,3316,ELE_MONITOR_019,Electronics,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-18,404,ELE_KEYBOARD_020,Electronics,WH_SOUTH_03,RETAIL
2026-03-18,305,ELE_TV_021,Electronics,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-18,1123,ELE_CHARGER_022,Electronics,WH_WEST_02,E_COMMERCE
2026-03-18,1002,ELE_CHARGER_023,Electronics,WH_WEST_02,E_COMMERCE
2026-03-18,848,ELE_SPEAKER_024,Electronics,WH_EAST_01,RETAIL
2026-03-18,125,ELE_TABLET_025,Electronics,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-18,1121,ELE_PHONE_026,Electronics,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-18,182,ELE_CHARGER_027,Electronics,WH_NORTH_04,RETAIL
2026-03-18,875,ELE_CAMERA_028,Electronics,WH_SOUTH_03,WHOLESALE
2026-03-18,273,ELE_SPEAKER_029,Electronics,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-18,1029,ELE_SPEAKER_030,Electronics,WH_WEST_02,WHOLESALE
2026-03-18,544,ELE_LAPTOP_031,Electronics,WH_EAST_01,WHOLESALE
2026-03-18,175,ELE_CHARGER_032,Electronics,WH_EAST_01,RETAIL
2026-03-18,475,ELE_LAPTOP_033,Electronics,WH_EAST_01,RETAIL
2026-03-18,50,ELE_SPEAKER_034,Electronics,WH_NORTH_04,E_COMMERCE
2026-03-18,693,ELE_SPEAKER_035,Electronics,WH_NORTH_04,RETAIL
2026-03-18,395,ELE_TABLET_036,Electronics,WH_EAST_01,E_COMMERCE
2026-03-18,171,ELE_TV_037,Electronics,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-18,123,ELE_CHARGER_038,Electronics,WH_WEST_02,WHOLESALE
2026-03-18,1169,ELE_PHONE_039,Electronics,WH_EAST_01,WHOLESALE
2026-03-18,731,ELE_KEYBOARD_040,Electronics,WH_SOUTH_03,RETAIL
2026-03-18,526,ELE_MONITOR_041,Electronics,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-18,738,ELE_CAMERA_042,Electronics,WH_WEST_02,E_COMMERCE
2026-03-18,533,ELE_LAPTOP_043,Electronics,WH_WEST_02,WHOLESALE
2026-03-18,878,ELE_CHARGER_044,Electronics,WH_EAST_01,E_COMMERCE
2026-03-18,890,ELE_PHONE_045,Electronics,WH_WEST_02,E_COMMERCE
2026-03-18,375,ELE_MONITOR_046,Electronics,WH_SOUTH_03,WHOLESALE
2026-03-18,919,ELE_MONITOR_047,Electronics,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-18,565,ELE_TV_048,Electronics,WH_NORTH_04,WHOLESALE
2026-03-18,78,ELE_CHARGER_049,Electronics,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-18,586,ELE_HEADPHONES_050,Electronics,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-18,337,ELE_HEADPHONES_051,Electronics,WH_NORTH_04,RETAIL
2026-03-18,1017,ELE_TABLET_052,Electronics,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-18,914,ELE_LAPTOP_053,Electronics,WH_WEST_02,E_COMMERCE
2026-03-18,806,ELE_LAPTOP_054,Electronics,WH_NORTH_04,RETAIL
2026-03-18,833,ELE_TABLET_055,Electronics,WH_WEST_02,RETAIL
2026-03-18,2114,ELE_TV_056,Electronics,WH_SOUTH_03,E_COMMERCE
